0,CountryName,Date,ConfirmedCases,ConfirmedDeaths,StringencyIndex
15253,Mexico,5/14/2020,42595,4477,82.41
15254,Mexico,5/15/2020,45032,4767,82.41
15255,Mexico,5/16/2020,47144,5045,82.41
15256,Mexico,5/17/2020,49219,5177,82.41
15257,Mexico,5/18/2020,51633,5332,82.41
15258,Mexico,5/19/2020,54346,5666,82.41
15259,Mexico,5/20/2020,56594,6090,82.41
15260,Mexico,5/21/2020,59567,6510,82.41
15261,Mexico,5/22/2020,62527,6989,82.41
15262,Mexico,5/23/2020,65856,7179,82.41
15263,Mexico,5/24/2020,68620,7394,82.41
15264,Mexico,5/25/2020,71105,7633,82.41
15265,Mexico,5/26/2020,74560,8134,82.41
15266,Mexico,5/27/2020,78023,8597,82.41
15267,Mexico,5/28/2020,81400,9044,82.41
15268,Mexico,5/29/2020,84627,9415,82.41
15269,Mexico,5/30/2020,87512,9779,82.41
15270,Mexico,5/31/2020,90664,9930,82.41
16797,Nigeria,1/1/2020,0,0,11.11
16798,Nigeria,1/2/2020,0,0,11.11
16799,Nigeria,1/3/2020,0,0,11.11
16800,Nigeria,1/4/2020,0,0,11.11
16801,Nigeria,1/5/2020,0,0,11.11
16802,Nigeria,1/6/2020,0,0,11.11
16803,Nigeria,1/7/2020,0,0,11.11
16804,Nigeria,1/8/2020,0,0,11.11
16805,Nigeria,1/9/2020,0,0,11.11
16806,Nigeria,1/10/2020,0,0,11.11
16807,Nigeria,1/11/2020,0,0,11.11
16808,Nigeria,1/12/2020,0,0,11.11
16809,Nigeria,1/13/2020,0,0,11.11
16810,Nigeria,1/14/2020,0,0,11.11
16811,Nigeria,1/15/2020,0,0,11.11
16812,Nigeria,1/16/2020,0,0,11.11
16813,Nigeria,1/17/2020,0,0,11.11
16814,Nigeria,1/18/2020,0,0,11.11
16815,Nigeria,1/19/2020,0,0,11.11
16816,Nigeria,1/20/2020,0,0,11.11
16817,Nigeria,1/21/2020,0,0,11.11
16818,Nigeria,1/22/2020,0,0,16.67
16819,Nigeria,1/23/2020,0,0,16.67
16820,Nigeria,1/24/2020,0,0,16.67
16821,Nigeria,1/25/2020,0,0,16.67
16822,Nigeria,1/26/2020,0,0,16.67
16823,Nigeria,1/27/2020,0,0,16.67
16824,Nigeria,1/28/2020,0,0,16.67
16825,Nigeria,1/29/2020,0,0,16.67
16826,Nigeria,1/30/2020,0,0,16.67
16827,Nigeria,1/31/2020,0,0,22.22
16828,Nigeria,2/1/2020,0,0,22.22
16829,Nigeria,2/2/2020,0,0,22.22
16830,Nigeria,2/3/2020,0,0,22.22
16831,Nigeria,2/4/2020,0,0,22.22
16832,Nigeria,2/5/2020,0,0,22.22
16833,Nigeria,2/6/2020,0,0,22.22
16834,Nigeria,2/7/2020,0,0,22.22
16835,Nigeria,2/8/2020,0,0,22.22
16836,Nigeria,2/9/2020,0,0,22.22
16837,Nigeria,2/10/2020,0,0,22.22
16838,Nigeria,2/11/2020,0,0,22.22
16839,Nigeria,2/12/2020,0,0,22.22
16840,Nigeria,2/13/2020,0,0,22.22
16841,Nigeria,2/14/2020,0,0,22.22
16842,Nigeria,2/15/2020,0,0,22.22
16843,Nigeria,2/16/2020,0,0,22.22
16844,Nigeria,2/17/2020,0,0,22.22
16845,Nigeria,2/18/2020,0,0,22.22
16846,Nigeria,2/19/2020,0,0,22.22
16847,Nigeria,2/20/2020,0,0,22.22
16848,Nigeria,2/21/2020,0,0,22.22
16849,Nigeria,2/22/2020,0,0,22.22
16850,Nigeria,2/23/2020,0,0,22.22
16851,Nigeria,2/24/2020,0,0,22.22
16852,Nigeria,2/25/2020,0,0,22.22
16853,Nigeria,2/26/2020,0,0,22.22
16854,Nigeria,2/27/2020,0,0,22.22
16855,Nigeria,2/28/2020,1,0,22.22
16856,Nigeria,2/29/2020,1,0,22.22
16857,Nigeria,3/1/2020,1,0,22.22
16858,Nigeria,3/2/2020,1,0,22.22
16859,Nigeria,3/3/2020,1,0,22.22
16860,Nigeria,3/4/2020,1,0,22.22
16861,Nigeria,3/5/2020,1,0,22.22
16862,Nigeria,3/6/2020,1,0,22.22
16863,Nigeria,3/7/2020,1,0,22.22
16864,Nigeria,3/8/2020,1,0,22.22
16865,Nigeria,3/9/2020,2,0,22.22
16866,Nigeria,3/10/2020,2,0,22.22
16867,Nigeria,3/11/2020,2,0,22.22
16868,Nigeria,3/12/2020,2,0,22.22
16869,Nigeria,3/13/2020,2,0,22.22
16870,Nigeria,3/14/2020,2,0,22.22
16871,Nigeria,3/15/2020,2,0,22.22
16872,Nigeria,3/16/2020,2,0,22.22
16873,Nigeria,3/17/2020,3,0,22.22
16874,Nigeria,3/18/2020,8,0,36.57
16875,Nigeria,3/19/2020,8,0,36.57
16876,Nigeria,3/20/2020,12,0,44.91
16877,Nigeria,3/21/2020,22,0,44.91
16878,Nigeria,3/22/2020,30,0,44.91
16879,Nigeria,3/23/2020,40,1,48.61
16880,Nigeria,3/24/2020,44,1,48.61
16881,Nigeria,3/25/2020,51,1,48.61
16882,Nigeria,3/26/2020,65,1,52.31
16883,Nigeria,3/27/2020,70,1,52.31
16884,Nigeria,3/28/2020,89,1,55.09
16885,Nigeria,3/29/2020,111,1,82.87
16886,Nigeria,3/30/2020,131,2,82.87
16887,Nigeria,3/31/2020,135,2,82.87
16888,Nigeria,4/1/2020,174,2,82.87
16889,Nigeria,4/2/2020,184,2,82.87
16890,Nigeria,4/3/2020,210,4,82.87
16891,Nigeria,4/4/2020,214,4,82.87
16892,Nigeria,4/5/2020,232,5,82.87
16893,Nigeria,4/6/2020,238,5,82.87
16894,Nigeria,4/7/2020,254,6,82.87
16895,Nigeria,4/8/2020,276,6,82.87
16896,Nigeria,4/9/2020,288,7,82.87
16897,Nigeria,4/10/2020,305,7,82.87
16898,Nigeria,4/11/2020,318,10,82.87
16899,Nigeria,4/12/2020,323,10,82.87
16900,Nigeria,4/13/2020,343,10,82.87
16901,Nigeria,4/14/2020,373,11,82.87
16902,Nigeria,4/15/2020,407,12,82.87
16903,Nigeria,4/16/2020,442,13,82.87
16904,Nigeria,4/17/2020,493,17,82.87
16905,Nigeria,4/18/2020,542,19,82.87
16906,Nigeria,4/19/2020,627,21,82.87
16907,Nigeria,4/20/2020,665,22,82.87
16908,Nigeria,4/21/2020,665,22,82.87
16909,Nigeria,4/22/2020,873,28,82.87
16910,Nigeria,4/23/2020,981,31,85.65
16911,Nigeria,4/24/2020,1095,32,85.65
16912,Nigeria,4/25/2020,1182,35,85.65
16913,Nigeria,4/26/2020,1273,40,85.65
16914,Nigeria,4/27/2020,1337,40,85.65
16915,Nigeria,4/28/2020,1532,44,85.65
16916,Nigeria,4/29/2020,1728,51,85.65
16917,Nigeria,4/30/2020,1932,58,85.65
16918,Nigeria,5/1/2020,2170,68,85.65
16919,Nigeria,5/2/2020,2388,85,85.65
16920,Nigeria,5/3/2020,2558,87,85.65
16921,Nigeria,5/4/2020,2802,93,80.56
16922,Nigeria,5/5/2020,2950,98,80.56
16923,Nigeria,5/6/2020,3145,103,80.56
16924,Nigeria,5/7/2020,3526,107,80.56
16925,Nigeria,5/8/2020,3912,117,80.56
16926,Nigeria,5/9/2020,4151,128,80.56
16927,Nigeria,5/10/2020,4399,143,80.56
16928,Nigeria,5/11/2020,4641,150,80.56
16929,Nigeria,5/12/2020,4787,158,80.56
16930,Nigeria,5/13/2020,4971,164,80.56
16931,Nigeria,5/14/2020,5162,167,80.56
16932,Nigeria,5/15/2020,5450,171,80.56
16933,Nigeria,5/16/2020,5621,176,80.56
16934,Nigeria,5/17/2020,5959,182,80.56
16935,Nigeria,5/18/2020,6175,191,80.56
16936,Nigeria,5/19/2020,6401,192,80.56
16937,Nigeria,5/20/2020,6677,200,80.56
16938,Nigeria,5/21/2020,7016,211,80.56
16939,Nigeria,5/22/2020,7261,221,80.56
16940,Nigeria,5/23/2020,7526,221,80.56
16941,Nigeria,5/24/2020,7839,226,80.56
16942,Nigeria,5/25/2020,8068,233,80.56
16943,Nigeria,5/26/2020,8344,249,
16944,Nigeria,5/27/2020,8733,254,
16945,Nigeria,5/28/2020,8915,259,
16946,Nigeria,5/29/2020,9302,261,
16947,Nigeria,5/30/2020,9855,273,
16948,Nigeria,5/31/2020,10162,287,
17407,Nepal,1/1/2020,0,0,0
17408,Nepal,1/2/2020,0,0,0
17409,Nepal,1/3/2020,0,0,0
17410,Nepal,1/4/2020,0,0,0
17411,Nepal,1/5/2020,0,0,0
17412,Nepal,1/6/2020,0,0,0
17413,Nepal,1/7/2020,0,0,0
17414,Nepal,1/8/2020,0,0,0
17415,Nepal,1/9/2020,0,0,0
17416,Nepal,1/10/2020,0,0,0
17417,Nepal,1/11/2020,0,0,0
17418,Nepal,1/12/2020,0,0,0
17419,Nepal,1/13/2020,0,0,0
17420,Nepal,1/14/2020,0,0,0
17421,Nepal,1/15/2020,0,0,0
17422,Nepal,1/16/2020,0,0,5.56
17423,Nepal,1/17/2020,0,0,5.56
17424,Nepal,1/18/2020,0,0,5.56
17425,Nepal,1/19/2020,0,0,5.56
17426,Nepal,1/20/2020,0,0,5.56
17427,Nepal,1/21/2020,0,0,5.56
17428,Nepal,1/22/2020,0,0,5.56
17429,Nepal,1/23/2020,0,0,5.56
17430,Nepal,1/24/2020,0,0,5.56
17431,Nepal,1/25/2020,1,0,8.33
17432,Nepal,1/26/2020,1,0,8.33
17433,Nepal,1/27/2020,1,0,8.33
17434,Nepal,1/28/2020,1,0,13.89
17435,Nepal,1/29/2020,1,0,13.89
17436,Nepal,1/30/2020,1,0,13.89
17437,Nepal,1/31/2020,1,0,13.89
17438,Nepal,2/1/2020,1,0,13.89
17439,Nepal,2/2/2020,1,0,13.89
17440,Nepal,2/3/2020,1,0,13.89
17441,Nepal,2/4/2020,1,0,16.67
17442,Nepal,2/5/2020,1,0,16.67
17443,Nepal,2/6/2020,1,0,16.67
17444,Nepal,2/7/2020,1,0,16.67
17445,Nepal,2/8/2020,1,0,16.67
17446,Nepal,2/9/2020,1,0,16.67
17447,Nepal,2/10/2020,1,0,16.67
17448,Nepal,2/11/2020,1,0,16.67
17449,Nepal,2/12/2020,1,0,16.67
17450,Nepal,2/13/2020,1,0,16.67
17451,Nepal,2/14/2020,1,0,16.67
17452,Nepal,2/15/2020,1,0,16.67
17453,Nepal,2/16/2020,1,0,16.67
17454,Nepal,2/17/2020,1,0,16.67
17455,Nepal,2/18/2020,1,0,16.67
17456,Nepal,2/19/2020,1,0,16.67
17457,Nepal,2/20/2020,1,0,16.67
17458,Nepal,2/21/2020,1,0,16.67
17459,Nepal,2/22/2020,1,0,16.67
17460,Nepal,2/23/2020,1,0,16.67
17461,Nepal,2/24/2020,1,0,16.67
17462,Nepal,2/25/2020,1,0,16.67
17463,Nepal,2/26/2020,1,0,16.67
17464,Nepal,2/27/2020,1,0,16.67
17465,Nepal,2/28/2020,1,0,16.67
17466,Nepal,2/29/2020,1,0,16.67
17467,Nepal,3/1/2020,1,0,22.22
17468,Nepal,3/2/2020,1,0,22.22
17469,Nepal,3/3/2020,1,0,22.22
17470,Nepal,3/4/2020,1,0,22.22
17471,Nepal,3/5/2020,1,0,22.22
17472,Nepal,3/6/2020,1,0,22.22
17473,Nepal,3/7/2020,1,0,22.22
17474,Nepal,3/8/2020,1,0,22.22
17475,Nepal,3/9/2020,1,0,22.22
17476,Nepal,3/10/2020,1,0,22.22
17477,Nepal,3/11/2020,1,0,22.22
17478,Nepal,3/12/2020,1,0,22.22
17479,Nepal,3/13/2020,1,0,22.22
17480,Nepal,3/14/2020,1,0,22.22
17481,Nepal,3/15/2020,1,0,22.22
17482,Nepal,3/16/2020,1,0,22.22
17483,Nepal,3/17/2020,1,0,22.22
17484,Nepal,3/18/2020,1,0,36.11
17485,Nepal,3/19/2020,1,0,47.22
17486,Nepal,3/20/2020,1,0,58.33
17487,Nepal,3/21/2020,1,0,58.33
17488,Nepal,3/22/2020,1,0,78.7
17489,Nepal,3/23/2020,2,0,83.33
17490,Nepal,3/24/2020,2,0,96.3
17491,Nepal,3/25/2020,3,0,96.3
17492,Nepal,3/26/2020,3,0,96.3
17493,Nepal,3/27/2020,4,0,96.3
17494,Nepal,3/28/2020,5,0,96.3
17495,Nepal,3/29/2020,5,0,96.3
17496,Nepal,3/30/2020,5,0,96.3
17497,Nepal,3/31/2020,5,0,96.3
17498,Nepal,4/1/2020,5,0,96.3
17499,Nepal,4/2/2020,6,0,96.3
17500,Nepal,4/3/2020,6,0,96.3
17501,Nepal,4/4/2020,9,0,96.3
17502,Nepal,4/5/2020,9,0,96.3
17503,Nepal,4/6/2020,9,0,96.3
17504,Nepal,4/7/2020,9,0,96.3
17505,Nepal,4/8/2020,9,0,96.3
17506,Nepal,4/9/2020,9,0,96.3
17507,Nepal,4/10/2020,9,0,96.3
17508,Nepal,4/11/2020,9,0,96.3
17509,Nepal,4/12/2020,12,0,96.3
17510,Nepal,4/13/2020,14,0,96.3
17511,Nepal,4/14/2020,16,0,96.3
17512,Nepal,4/15/2020,16,0,96.3
17513,Nepal,4/16/2020,16,0,96.3
17514,Nepal,4/17/2020,30,0,96.3
17515,Nepal,4/18/2020,31,0,96.3
17516,Nepal,4/19/2020,31,0,96.3
17517,Nepal,4/20/2020,31,0,96.3
17518,Nepal,4/21/2020,43,0,96.3
17519,Nepal,4/22/2020,45,0,96.3
17520,Nepal,4/23/2020,48,0,96.3
17521,Nepal,4/24/2020,49,0,96.3
17522,Nepal,4/25/2020,49,0,96.3
17523,Nepal,4/26/2020,52,0,96.3
17524,Nepal,4/27/2020,52,0,96.3
17525,Nepal,4/28/2020,54,0,96.3
17526,Nepal,4/29/2020,57,0,96.3
17527,Nepal,4/30/2020,57,0,96.3
17528,Nepal,5/1/2020,59,0,96.3
17529,Nepal,5/2/2020,59,0,96.3
17530,Nepal,5/3/2020,75,0,96.3
17531,Nepal,5/4/2020,75,0,96.3
17532,Nepal,5/5/2020,82,0,96.3
17533,Nepal,5/6/2020,99,0,96.3
17534,Nepal,5/7/2020,101,0,92.59
17535,Nepal,5/8/2020,102,0,92.59
17536,Nepal,5/9/2020,110,0,92.59
17537,Nepal,5/10/2020,110,0,92.59
17538,Nepal,5/11/2020,134,0,92.59
17539,Nepal,5/12/2020,217,0,92.59
17540,Nepal,5/13/2020,250,0,92.59
17541,Nepal,5/14/2020,249,0,92.59
17542,Nepal,5/15/2020,267,0,92.59
17543,Nepal,5/16/2020,291,1,92.59
17544,Nepal,5/17/2020,295,2,92.59
17545,Nepal,5/18/2020,375,2,92.59
17546,Nepal,5/19/2020,402,2,92.59
17547,Nepal,5/20/2020,427,2,92.59
17548,Nepal,5/21/2020,457,3,92.59
17549,Nepal,5/22/2020,516,3,92.59
17550,Nepal,5/23/2020,584,3,92.59
17551,Nepal,5/24/2020,603,3,92.59
17552,Nepal,5/25/2020,682,4,92.59
17553,Nepal,5/26/2020,772,4,92.59
17554,Nepal,5/27/2020,886,4,92.59
17555,Nepal,5/28/2020,1042,5,92.59
17556,Nepal,5/29/2020,1212,6,92.59
17557,Nepal,5/30/2020,1401,6,92.59
17558,Nepal,5/31/2020,1572,8,92.59
22147,Sweden,1/1/2020,0,0,0
22148,Sweden,1/2/2020,0,0,0
22149,Sweden,1/3/2020,0,0,0
22150,Sweden,1/4/2020,0,0,0
22151,Sweden,1/5/2020,0,0,0
22152,Sweden,1/6/2020,0,0,0
22153,Sweden,1/7/2020,0,0,0
22154,Sweden,1/8/2020,0,0,0
22155,Sweden,1/9/2020,0,0,0
22156,Sweden,1/10/2020,0,0,0
22157,Sweden,1/11/2020,0,0,0
22158,Sweden,1/12/2020,0,0,0
22159,Sweden,1/13/2020,0,0,0
22160,Sweden,1/14/2020,0,0,0
22161,Sweden,1/15/2020,0,0,0
22162,Sweden,1/16/2020,0,0,0
22163,Sweden,1/17/2020,0,0,0
22164,Sweden,1/18/2020,0,0,0
22165,Sweden,1/19/2020,0,0,0
22166,Sweden,1/20/2020,0,0,0
22167,Sweden,1/21/2020,0,0,0
22168,Sweden,1/22/2020,0,0,0
22169,Sweden,1/23/2020,0,0,0
22170,Sweden,1/24/2020,0,0,0
22171,Sweden,1/25/2020,0,0,0
22172,Sweden,1/26/2020,0,0,0
22173,Sweden,1/27/2020,0,0,0
22174,Sweden,1/28/2020,0,0,0
22175,Sweden,1/29/2020,0,0,0
22176,Sweden,1/30/2020,0,0,0
22177,Sweden,1/31/2020,1,0,0
22178,Sweden,2/1/2020,1,0,0
22179,Sweden,2/2/2020,1,0,0
22180,Sweden,2/3/2020,1,0,0
22181,Sweden,2/4/2020,1,0,0
22182,Sweden,2/5/2020,1,0,0
22183,Sweden,2/6/2020,1,0,0
22184,Sweden,2/7/2020,1,0,0
22185,Sweden,2/8/2020,1,0,0
22186,Sweden,2/9/2020,1,0,0
22187,Sweden,2/10/2020,1,0,0
22189,Sweden,2/11/2020,1,0,0
22190,Sweden,2/12/2020,1,0,0
22191,Sweden,2/13/2020,1,0,0
22192,Sweden,2/14/2020,1,0,0
22193,Sweden,2/15/2020,1,0,0
22194,Sweden,2/16/2020,1,0,0
22195,Sweden,2/17/2020,1,0,0
22196,Sweden,2/18/2020,1,0,0
22197,Sweden,2/19/2020,1,0,0
22198,Sweden,2/20/2020,1,0,0
22199,Sweden,2/21/2020,1,0,0
22200,Sweden,2/22/2020,1,0,0
22201,Sweden,2/23/2020,1,0,0
22202,Sweden,2/24/2020,1,0,0
22203,Sweden,2/25/2020,1,0,0
22204,Sweden,2/26/2020,2,0,0
22205,Sweden,2/27/2020,7,0,0
22206,Sweden,2/28/2020,7,0,0
22207,Sweden,2/29/2020,12,0,0
22208,Sweden,3/1/2020,14,0,0
22209,Sweden,3/2/2020,15,0,0
22210,Sweden,3/3/2020,21,0,0
22211,Sweden,3/4/2020,35,0,0
22212,Sweden,3/5/2020,94,0,0
22213,Sweden,3/6/2020,101,0,0
22214,Sweden,3/7/2020,161,0,0
22215,Sweden,3/8/2020,203,0,0
22216,Sweden,3/9/2020,248,0,11.11
22217,Sweden,3/10/2020,355,0,11.11
22218,Sweden,3/11/2020,500,1,11.11
22219,Sweden,3/12/2020,599,1,16.67
22220,Sweden,3/13/2020,814,1,16.67
22221,Sweden,3/14/2020,961,2,16.67
22222,Sweden,3/15/2020,1022,3,16.67
22223,Sweden,3/16/2020,1103,6,16.67
22224,Sweden,3/17/2020,1190,7,16.67
22225,Sweden,3/18/2020,1279,10,20.37
22226,Sweden,3/19/2020,1439,11,28.7
22227,Sweden,3/20/2020,1639,16,28.7
22228,Sweden,3/21/2020,1763,20,28.7
22229,Sweden,3/22/2020,1934,21,28.7
22230,Sweden,3/23/2020,2046,25,28.7
22231,Sweden,3/24/2020,2286,36,28.7
22232,Sweden,3/25/2020,2526,62,32.41
22233,Sweden,3/26/2020,2840,77,32.41
22234,Sweden,3/27/2020,3069,105,32.41
22235,Sweden,3/28/2020,3447,105,32.41
22236,Sweden,3/29/2020,3700,110,32.41
22237,Sweden,3/30/2020,4028,146,32.41
22238,Sweden,3/31/2020,4435,180,32.41
22239,Sweden,4/1/2020,4947,239,32.41
22240,Sweden,4/2/2020,5568,308,32.41
22241,Sweden,4/3/2020,6131,358,32.41
22242,Sweden,4/4/2020,6443,373,37.96
22243,Sweden,4/5/2020,6830,401,37.96
22244,Sweden,4/6/2020,7206,477,37.96
22245,Sweden,4/7/2020,7693,591,37.96
22246,Sweden,4/8/2020,8419,687,37.96
22247,Sweden,4/9/2020,9141,793,37.96
22248,Sweden,4/10/2020,9685,870,37.96
22249,Sweden,4/11/2020,10151,887,37.96
22250,Sweden,4/12/2020,10483,899,37.96
22251,Sweden,4/13/2020,10948,919,37.96
22252,Sweden,4/14/2020,11445,1033,37.96
22253,Sweden,4/15/2020,11927,1203,37.96
22254,Sweden,4/16/2020,12540,1333,37.96
22255,Sweden,4/17/2020,13216,1400,37.96
22256,Sweden,4/18/2020,13822,1511,37.96
22257,Sweden,4/19/2020,14385,1540,37.96
22258,Sweden,4/20/2020,14777,1580,37.96
22259,Sweden,4/21/2020,15322,1765,37.96
22260,Sweden,4/22/2020,16004,1937,37.96
22261,Sweden,4/23/2020,16755,2021,37.96
22262,Sweden,4/24/2020,17567,2152,40.74
22263,Sweden,4/25/2020,18177,2192,40.74
22264,Sweden,4/26/2020,18640,2194,40.74
22265,Sweden,4/27/2020,18926,2274,40.74
22266,Sweden,4/28/2020,19621,2355,40.74
22267,Sweden,4/29/2020,20302,2462,40.74
22268,Sweden,4/30/2020,21092,2586,40.74
22269,Sweden,5/1/2020,21520,2653,40.74
22270,Sweden,5/2/2020,22082,2669,40.74
22271,Sweden,5/3/2020,22317,2679,40.74
22272,Sweden,5/4/2020,22721,2769,40.74
22273,Sweden,5/5/2020,23216,2854,40.74
22274,Sweden,5/6/2020,23918,2941,40.74
22275,Sweden,5/7/2020,24623,3040,40.74
22276,Sweden,5/8/2020,25265,3175,40.74
22277,Sweden,5/9/2020,25921,3220,40.74
22278,Sweden,5/10/2020,26322,3225,40.74
22279,Sweden,5/11/2020,26670,3256,40.74
22280,Sweden,5/12/2020,27272,3313,40.74
22281,Sweden,5/13/2020,27909,3460,40.74
22282,Sweden,5/14/2020,28582,3529,40.74
22283,Sweden,5/15/2020,29207,3646,40.74
22284,Sweden,5/16/2020,29677,3674,40.74
22285,Sweden,5/17/2020,30143,3679,40.74
22286,Sweden,5/18/2020,30377,3698,40.74
22287,Sweden,5/19/2020,30799,3743,40.74
22288,Sweden,5/20/2020,31523,3831,40.74
22289,Sweden,5/21/2020,32172,3871,40.74
22290,Sweden,5/22/2020,32809,3925,40.74
22291,Sweden,5/23/2020,33188,3992,40.74
22292,Sweden,5/24/2020,33459,3998,40.74
22293,Sweden,5/25/2020,33843,4029,40.74
22294,Sweden,5/26/2020,34440,4125,40.74
22295,Sweden,5/27/2020,35088,4220,40.74
22296,Sweden,5/28/2020,35727,4266,40.74
22297,Sweden,5/29/2020,36476,4350,40.74
22298,Sweden,5/30/2020,37113,4395,40.74
22299,Sweden,5/31/2020,37542,4395,40.74
