0,CountryName,Date,C1_School closing,C1_Flag_1,C1_Flag_2,C2_Workplace closing,C2_Flag_1,C2_Flag_2,C3_Cancel public events,C3_Flag_1,C3_Flag_2,C4_Restrictions on gatherings,C4_Flag_1,C4_Flag_2,C5_Close public transport,C5_Flag_1,C5_Flag_2,C6_Stay at home requirements,C6_Flag_1,C6_Flag_2,C7_Restrictions on internal movement,C7_Flag_1,C7_Flag_2,E1_Income support,E1_Flag_1,E1_Flag_2,ConfirmedCases,ConfirmedDeaths,StringencyIndex
6462,Germany,2/12/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6463,Germany,2/13/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6464,Germany,2/14/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6465,Germany,2/15/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6466,Germany,2/16/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6467,Germany,2/17/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6468,Germany,2/18/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6469,Germany,2/19/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6470,Germany,2/20/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6471,Germany,2/21/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6472,Germany,2/22/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6473,Germany,2/23/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6474,Germany,2/24/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16,0,11.11
6475,Germany,2/25/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,17,0,11.11
6476,Germany,2/26/2020,2,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,27,0,16.67
6477,Germany,2/27/2020,2,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,46,0,16.67
6478,Germany,2/28/2020,2,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,48,0,19.44
6479,Germany,2/29/2020,2,,0,0,,,1,1,,0,,,0,,,0,,,0,,,0,,,79,0,25
6480,Germany,3/1/2020,2,,0,0,,,1,1,,0,,,0,,,0,,,0,,,0,,,130,0,25
6481,Germany,3/2/2020,2,,0,0,,,1,1,,0,,,0,,,0,,,0,,,0,,,159,0,25
6482,Germany,3/3/2020,2,,0,0,,,1,1,,0,,,0,,,0,,,0,,,0,,,196,0,25
6483,Germany,3/4/2020,2,,0,0,,,1,1,,0,,,0,,,0,,,0,,,0,,,262,0,25
6484,Germany,3/5/2020,2,,0,0,,,1,1,,0,,,0,,,0,,,0,,,0,,,482,0,25
6485,Germany,3/6/2020,2,,0,0,,,1,1,,0,,,0,,,0,,,0,,,0,,,670,0,25
6486,Germany,3/7/2020,2,,0,0,,,1,1,,0,,,0,,,0,,,0,,,0,,,799,0,25
6487,Germany,3/8/2020,2,,0,0,,,1,1,,0,,,0,,,0,,,0,,,0,,,1040,0,25
6488,Germany,3/9/2020,2,,0,0,,,1,1,,0,,,0,,,1,1,,0,,,0,,,1176,2,28.7
6489,Germany,3/10/2020,2,,0,0,,,2,0,,1,0,,0,,,1,1,,0,,,0,,,1457,2,32.87
6490,Germany,3/11/2020,2,,0,0,,,2,0,,1,0,,0,,,1,1,,0,,,0,,,1908,3,32.87
6491,Germany,3/12/2020,2,,0,0,,,2,0,,1,0,,0,,,1,1,,0,,,0,,,2078,3,32.87
6492,Germany,3/13/2020,2,,0,0,,,2,0,,1,0,,0,,,1,1,,0,,,0,,,3675,7,32.87
6493,Germany,3/14/2020,2,,0,0,,,2,0,,1,0,,0,,,1,1,,0,,,0,,,4585,9,32.87
6494,Germany,3/15/2020,2,,0,0,,,2,0,,1,0,,0,,,1,1,,0,,,0,,,5795,11,32.87
6495,Germany,3/16/2020,3,,0,0,,,2,0,,1,0,,0,,,1,1,,0,,,2,0,,7272,17,42.13
6496,Germany,3/17/2020,3,,0,0,,,2,0,,1,0,,0,,,1,1,,0,,,2,0,,9257,24,42.13
6497,Germany,3/18/2020,3,,1,0,,,2,0,,1,0,,0,,,1,1,,1,1,,2,0,,12327,28,52.31
6498,Germany,3/19/2020,3,,1,0,,,2,0,,1,0,,0,,,1,1,,2,0,,2,0,,15320,44,55.09
6499,Germany,3/20/2020,3,,1,0,,,2,1,,1,0,,0,,,1,1,,2,0,,2,0,,19848,67,57.87
6500,Germany,3/21/2020,3,,1,0,,,2,1,,4,0,,0,,,2,0,,2,0,,2,0,,22213,84,68.06
6501,Germany,3/22/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,24873,94,73.15
6502,Germany,3/23/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,29056,123,73.15
6503,Germany,3/24/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,32986,157,73.15
6504,Germany,3/25/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,37323,206,73.15
6505,Germany,3/26/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,43938,267,73.15
6506,Germany,3/27/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,50871,342,73.15
6507,Germany,3/28/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,57695,433,73.15
6508,Germany,3/29/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,62095,533,73.15
6509,Germany,3/30/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,66885,645,73.15
6510,Germany,3/31/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,71808,775,73.15
6511,Germany,4/1/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,77872,920,73.15
6512,Germany,4/2/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,84794,1107,73.15
6513,Germany,4/3/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,91159,1275,73.15
6514,Germany,4/4/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,96092,1444,73.15
6515,Germany,4/5/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,100123,1584,73.15
6516,Germany,4/6/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,103374,1810,73.15
6517,Germany,4/7/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,107663,2016,73.15
6518,Germany,4/8/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,113296,2349,73.15
6519,Germany,4/9/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,118181,2607,73.15
6520,Germany,4/10/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,122171,2767,73.15
6521,Germany,4/11/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,124908,2736,73.15
6522,Germany,4/12/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,127854,3022,73.15
6523,Germany,4/13/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,130072,3194,73.15
6524,Germany,4/14/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,131359,3294,73.15
6525,Germany,4/15/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,134753,3804,73.15
6526,Germany,4/16/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,137698,4052,73.15
6527,Germany,4/17/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,141397,4352,73.15
6528,Germany,4/18/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,143342,4459,73.15
6529,Germany,4/19/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,145184,4586,73.15
6530,Germany,4/20/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,147065,4862,73.15
6531,Germany,4/21/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,148291,5033,73.15
6532,Germany,4/22/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,150648,5279,73.15
6533,Germany,4/23/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,153129,5575,73.15
6534,Germany,4/24/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,154999,5760,73.15
6535,Germany,4/25/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,156513,5877,73.15
6536,Germany,4/26/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,157770,5976,73.15
6537,Germany,4/27/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,158758,6126,73.15
6538,Germany,4/28/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,159912,6314,73.15
6539,Germany,4/29/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,161539,6467,73.15
6540,Germany,4/30/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,163009,6623,73.15
6541,Germany,5/1/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,164077,6736,73.15
6542,Germany,5/2/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,164967,6812,73.15
6543,Germany,5/3/2020,3,,1,1,1,,2,1,,4,1,,0,,,2,0,,2,0,,2,0,,165664,6866,73.15
6544,Germany,5/4/2020,2,,1,1,1,,2,1,,4,0,,0,,,2,0,,2,0,,2,0,,166152,6993,68.06
6545,Germany,5/5/2020,2,,1,1,1,,2,1,,4,0,,0,,,2,0,,2,0,,2,0,,167007,6993,68.06
6546,Germany,5/6/2020,2,,1,1,1,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,168162,7275,62.5
6547,Germany,5/7/2020,2,,1,1,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,169430,7392,60.65
6548,Germany,5/8/2020,2,,1,2,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,170588,7510,64.35
6549,Germany,5/9/2020,2,,1,2,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,171324,7549,64.35
6550,Germany,5/10/2020,2,,1,2,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,171879,7569,64.35
6551,Germany,5/11/2020,2,,1,2,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,172576,7661,64.35
6552,Germany,5/12/2020,2,,1,2,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,173171,7738,64.35
6553,Germany,5/13/2020,2,,1,2,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,174098,7861,64.35
6554,Germany,5/14/2020,2,,1,2,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,174478,7884,64.35
6555,Germany,5/15/2020,2,,1,2,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,175233,7897,64.35
6556,Germany,5/16/2020,2,,1,2,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,175752,7938,61.57
6557,Germany,5/17/2020,2,,1,2,0,,2,1,,4,0,,0,,,0,,,2,0,,2,0,,176369,7962,61.57
6558,Germany,5/18/2020,2,,1,2,0,,2,1,,4,1,,0,,,0,,,2,0,,2,0,,176551,8003,62.96
6559,Germany,5/19/2020,2,,0,2,0,,2,1,,4,1,,0,,,0,,,0,,,2,0,,177778,8081,52.78
6560,Germany,5/20/2020,2,,0,2,0,,2,1,,4,1,,0,,,0,,,0,,,2,0,,178473,8144,52.78
6561,Germany,5/21/2020,2,,0,2,0,,2,1,,4,1,,0,,,0,,,0,,,2,0,,179021,8203,52.78
6562,Germany,5/22/2020,2,,0,2,0,,2,1,,4,1,,0,,,0,,,0,,,2,0,,179710,8228,52.78
6563,Germany,5/23/2020,2,,0,2,0,,2,1,,4,1,,0,,,0,,,0,,,2,0,,179986,8261,52.78
6564,Germany,5/24/2020,2,,0,2,0,,2,1,,4,1,,0,,,0,,,0,,,2,0,,180328,8283,52.78
6565,Germany,5/25/2020,2,,0,2,0,,2,1,,3,1,,0,,,0,,,0,,,2,0,,180600,8309,50
6566,Germany,5/26/2020,2,,0,2,0,,2,1,,3,1,,0,,,0,,,0,,,2,0,,181200,8372,50
6567,Germany,5/27/2020,2,,0,2,0,,2,1,,3,1,,0,,,0,,,0,,,2,0,,181524,8428,50
6568,Germany,5/28/2020,2,,0,2,0,,2,1,,3,1,,0,,,0,,,0,,,2,0,,182196,8470,50
6569,Germany,5/29/2020,,,,,,,,,,,,,,,,,,,,,,,,,182922,8504,
6570,Germany,5/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,183189,8530,
6571,Germany,5/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,183410,8540,
11007,India,1/1/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11008,India,1/2/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11009,India,1/3/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11010,India,1/4/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11011,India,1/5/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11012,India,1/6/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11013,India,1/7/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11014,India,1/8/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11015,India,1/9/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11016,India,1/10/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11017,India,1/11/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11018,India,1/12/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11019,India,1/13/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11020,India,1/14/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11021,India,1/15/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11022,India,1/16/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11023,India,1/17/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11024,India,1/18/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11025,India,1/19/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11026,India,1/20/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11027,India,1/21/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11028,India,1/22/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11029,India,1/23/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11030,India,1/24/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0
11031,India,1/25/2020,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,5.56
11032,India,1/26/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,0,0,10.19
11033,India,1/27/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,0,0,10.19
11034,India,1/28/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,0,0,10.19
11035,India,1/29/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,0,0,10.19
11036,India,1/30/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,1,0,10.19
11037,India,1/31/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,1,0,10.19
11038,India,2/1/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,1,0,10.19
11039,India,2/2/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,2,0,10.19
11040,India,2/3/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11041,India,2/4/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11042,India,2/5/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11043,India,2/6/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11044,India,2/7/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11045,India,2/8/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11046,India,2/9/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11047,India,2/10/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11048,India,2/11/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11049,India,2/12/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11050,India,2/13/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11051,India,2/14/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11052,India,2/15/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11053,India,2/16/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11054,India,2/17/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11055,India,2/18/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11056,India,2/19/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11057,India,2/20/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11058,India,2/21/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11059,India,2/22/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11060,India,2/23/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11061,India,2/24/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11062,India,2/25/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11063,India,2/26/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11064,India,2/27/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11065,India,2/28/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11066,India,2/29/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11067,India,3/1/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,3,0,10.19
11068,India,3/2/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,5,0,10.19
11069,India,3/3/2020,0,,,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,5,0,10.19
11070,India,3/4/2020,2,,0,0,,,0,,,0,,,0,,,1,0,,0,,,0,,,28,0,15.74
11071,India,3/5/2020,2,,0,0,,,1,1,,0,,,0,,,1,0,,0,,,0,,,30,0,26.85
11072,India,3/6/2020,2,,0,0,,,1,1,,0,,,0,,,1,0,,0,,,0,,,31,0,26.85
11073,India,3/7/2020,2,,0,0,,,1,1,,0,,,0,,,1,0,,0,,,0,,,34,0,26.85
11074,India,3/8/2020,2,,0,0,,,1,1,,0,,,0,,,1,0,,0,,,0,,,39,0,26.85
11075,India,3/9/2020,2,,0,0,,,1,1,,0,,,0,,,1,0,,0,,,0,,,43,0,26.85
11076,India,3/10/2020,2,,0,0,,,1,1,,0,,,0,,,1,0,,0,,,0,,,56,0,26.85
11077,India,3/11/2020,2,,0,0,,,1,1,,0,,,0,,,1,0,,0,,,0,,,62,1,26.85
11078,India,3/12/2020,2,,0,0,,,1,1,,0,,,0,,,1,0,,0,,,0,,,73,1,26.85
11079,India,3/13/2020,3,,0,0,,,1,1,,0,,,0,,,1,0,,0,,,0,,,82,2,33.33
11080,India,3/14/2020,3,,0,0,,,2,0,,0,,,0,,,1,0,,0,,,0,,,102,2,36.11
11081,India,3/15/2020,3,,0,0,,,2,0,,0,,,0,,,1,0,,0,,,0,,,113,2,38.89
11082,India,3/16/2020,3,,0,1,1,,2,0,,0,,,0,,,1,0,,1,1,,0,,,119,2,48.15
11083,India,3/17/2020,3,,0,1,1,,2,0,,0,,,0,,,1,0,,1,1,,0,,,142,3,48.15
11084,India,3/18/2020,3,,1,1,1,,2,0,,0,,,0,,,1,0,,1,1,,0,,,156,3,50
11085,India,3/19/2020,3,,1,1,1,,2,0,,4,0,,0,,,1,0,,1,1,,0,,,194,4,59.72
11086,India,3/20/2020,3,,1,1,1,,2,0,,4,0,,2,0,,1,0,,2,0,,1,1,,244,5,70.83
11087,India,3/21/2020,3,,1,3,0,,2,0,,4,0,,2,0,,1,0,,2,0,,1,1,,330,4,76.39
11088,India,3/22/2020,3,,1,3,1,,2,1,,4,1,,2,1,,3,1,,2,1,,1,1,,396,7,100
11089,India,3/23/2020,3,,1,3,0,,2,0,,4,0,,2,0,,3,0,,2,0,,1,1,,499,10,86.57
11090,India,3/24/2020,3,,1,3,0,,2,0,,4,0,,2,0,,3,0,,2,0,,1,1,,536,10,86.57
11091,India,3/25/2020,3,,1,3,1,,2,1,,4,1,,2,1,,3,1,,2,1,,1,1,,657,12,100
11092,India,3/26/2020,3,,1,3,1,,2,1,,4,1,,2,1,,3,1,,2,1,,1,1,,727,20,100
11093,India,3/27/2020,3,,1,3,1,,2,1,,4,1,,2,1,,3,1,,2,1,,1,1,,887,20,100
